osmid,highway,name,impact_score,vulnerability,latitude,longitude
102689131,residential,,34.49666272668648,0.6899332545337296,29.955828974912723,78.1703293282145
112882546,tertiary,Old National Highway 58,66.33190194430914,1.3266380388861827,29.95687518276413,78.1705656206293
112882546,tertiary,Old National Highway 58,38.525134030311925,0.7705026806062385,29.956875182764122,78.1705656206293
"[1090681060, 1090681061, 1106831909, 1090681062, 1107313177]",trunk,,25.31959507808759,0.5063919015617518,29.958809727062196,78.1759693376758
1106831909,trunk,,36.65892349756497,0.7331784699512994,29.96080941011521,78.17661590660933
112882546,tertiary,Old National Highway 58,62.25003579430448,1.2450007158860896,29.960976044853993,78.1721149842939
112882546,tertiary,Old National Highway 58,28.67006310060952,0.5734012620121904,29.960976044853993,78.1721149842939
1285075660,trunk_link,,37.813684149989676,0.7562736829997936,29.96135515001688,78.17672480001366
1285075660,trunk_link,,40.72871630321311,0.8145743260642623,29.96135515001688,78.17672480001366
1090681063,trunk,,38.36782513986925,0.767356502797385,29.961719719525128,78.17683246060098
"[1106831908, 1106831909]",trunk,,27.30516166273539,0.5461032332547078,29.961923650931872,78.177138771946
1090681063,trunk,,30.20816403275613,0.6041632806551226,29.962110346111896,78.1770577561037
1106831906,unclassified,,27.792770720865555,0.5558554144173111,29.962140700011368,78.17696200004795
1106831907,unclassified,,66.02285338552105,1.320457067710421,29.96218990003324,78.17699650003263
"[1106831910, 1090681063]",trunk,,29.75002329305329,0.5950004658610658,29.96235514614749,78.17723935460862
1285075661,trunk_link,,68.45033188133831,1.3690066376267662,29.962519500019376,78.17745930002549
1285075661,trunk_link,,74.66331937897056,1.493266387579411,29.962519500019376,78.17745930002549
"[1068539560, 1090681049, 105286309, 105286301]",unclassified,,63.642828426128496,1.27285656852257,29.962992785042992,78.1747645895099
"[1068539560, 1090681049, 105286301, 105286309]",unclassified,,63.14234199441267,1.2628468398882533,29.962992785042992,78.1747645895099
112882546,tertiary,Old National Highway 58,37.93348313966585,0.758669662793317,29.963949400004214,78.17278479997292
112882546,tertiary,Old National Highway 58,45.06454609825264,0.9012909219650529,29.963949400004214,78.17278479997292
112882546,tertiary,Old National Highway 58,41.78287974693389,0.8356575949386778,29.964064850000103,78.17281124999926
112882546,tertiary,Old National Highway 58,61.99934715250861,1.2399869430501722,29.964064850000103,78.17281124999926
"[104692256, 104663462, 104692246]",tertiary,,36.95935874765771,0.7391871749531542,29.95604066651902,78.18294881451939
"[104692256, 104663462, 104692246]",tertiary,,39.38320673128175,0.787664134625635,29.956040666519016,78.18294881451939
227239480,residential,,68.01830174943385,1.3603660349886768,29.96931818759352,78.18113723100312
227239480,residential,,64.31173220482293,1.2862346440964587,29.96931818759352,78.18113723100312
227239468,residential,,54.87310553315443,1.0974621106630886,29.96978431315988,78.18230529278999
227239468,residential,,51.62832149944651,1.0325664299889301,29.969784313159888,78.18230529278999
"[1192066529, 1090681069, 1090681055]",trunk,,40.64788351353554,0.8129576702707108,29.96981797933205,78.18110714231523
227239474,residential,,49.357515027327956,0.9871503005465592,29.969911075346843,78.18282055302627
227239474,residential,,41.107199742468225,0.8221439948493645,29.969911075346843,78.18282055302627
227239480,residential,,47.686178852953105,0.9537235770590621,29.97004770000169,78.18183990001894
"[227239468, 1106831351]",residential,,66.61306827213484,1.332261365442697,29.963989930123176,78.18034573753671
"[227239468, 1106831351]",residential,,72.85709260049845,1.4571418520099688,29.963989930123176,78.18034573753671
1090954998,tertiary,,61.02316528198508,1.2204633056397016,29.96479349698125,78.17300471105251
1090954997,tertiary,Old National Highway 58,39.84158357305477,0.7968316714610953,29.964806578681646,78.17293316997326
"[1106831908, 1090681055]",trunk,,45.18127026119828,0.9036254052239655,29.96537249690021,78.17927429030779
1106993549,primary_link,,74.36653054732946,1.4873306109465894,29.96552725000482,78.17309140000259
1106993549,primary_link,,60.5537985788791,1.211075971577582,29.96552725000482,78.17309140000259
"[1278822464, 1090681067, 1106831910, 1106831911]",trunk,,73.31587246205483,1.4663174492410964,29.96684286123087,78.17970871934604
1107059597,residential,,74.4018303909872,1.488036607819744,29.969119382701695,78.17566333989897
1107059597,residential,,31.20783778875652,0.6241567557751304,29.969119382701695,78.17566333989897
1090681070,residential,,39.801457523681556,0.7960291504736311,29.96913670005642,78.17507584991871
1090681070,residential,,48.513490785041405,0.970269815700828,29.96913670005642,78.17507584991871
1090681070,residential,,25.05071303670186,0.5010142607340372,29.969283100043178,78.17528974992744
1090681070,residential,,42.34131118995517,0.8468262237991034,29.969283100043178,78.17528974992744
1090681070,residential,,52.462987496363375,1.0492597499272676,29.969496553030144,78.1755793506946
1090681070,residential,,53.272387328982276,1.0654477465796455,29.969496553030144,78.1755793506946
1090681070,residential,,38.31135677193964,0.7662271354387928,29.969864305423677,78.17630224683278
1090681070,residential,,44.60385562246093,0.8920771124492185,29.969864305423677,78.17630224683276
1090681070,residential,,35.05957773678114,0.7011915547356227,29.97049270010306,78.17686959955121
1090681070,residential,,44.528442140702516,0.8905688428140504,29.97049270010306,78.17686959955121
227239480,residential,,35.895854229562794,0.7179170845912559,29.97004770000169,78.18183990001894
227239475,residential,,34.8623788334055,0.69724757666811,29.970194351107565,78.18234534973598
227239475,residential,,33.429036271124154,0.668580725422483,29.970194351107565,78.18234534973598
227239475,residential,,64.43662198323108,1.2887324396646216,29.97034620050853,78.18323579974374
227239475,residential,,37.216041539377215,0.7443208307875443,29.97034620050853,78.18323579974374
"[227239480, 1107056942, 1107056943]",residential,,53.33268834682705,1.066653766936541,29.970670500707257,78.18169205442244
"[227239480, 1107056942, 1107056943]",residential,,30.088553661880695,0.6017710732376139,29.970670500707257,78.18169205442244
1192066529,trunk,,46.36505603069646,0.9273011206139292,29.97128870000308,78.18160329998278
181820225,unclassified,,38.38776663428549,0.7677553326857098,29.971635784062517,78.18253203604391
181820225,unclassified,,71.4647292375511,1.429294584751022,29.971635784062517,78.18253203604391
1107056941,residential,,58.52394162096092,1.1704788324192184,29.97101902534516,78.17857265574368
1107056941,residential,,48.954378052678464,0.9790875610535693,29.97101902534516,78.17857265574368
1090681070,residential,,26.992488582880963,0.5398497716576193,29.971017900802067,78.1771204992337
1090681070,residential,,62.86478458065885,1.257295691613177,29.971017900802067,78.1771204992337
"[1090681065, 1107056938, 1107056939]",residential,,72.47228476136686,1.4494456952273373,29.971315599293952,78.17998179289637
"[1090681065, 1107056938, 1107056939]",residential,,56.18867355086843,1.1237734710173686,29.971315599293963,78.17998179289637
1115994177,residential,,56.52914254243082,1.1305828508486164,29.971329215062582,78.17769201104569
1115994175,residential,,46.31192453640079,0.9262384907280158,29.97141023808135,78.17769340324728
1107056939,residential,,64.59254918886789,1.291850983777358,29.97142908351321,78.17829578888947
1107056939,residential,,68.55250879468709,1.3710501758937417,29.97142908351321,78.17829578888947
1115994177,residential,,60.44351541436236,1.2088703082872472,29.97149775000413,78.17812514999117
1115994176,residential,,41.21162454658302,0.8242324909316604,29.973066586965412,78.17966781963905
1115994176,residential,,37.200434107505586,0.7440086821501117,29.973066586965412,78.17966781963905
1076323304,residential,,46.11504013984337,0.9223008027968674,29.974826420402625,78.17972184747133
1076323304,residential,,39.19301653522804,0.7838603307045608,29.974826420402625,78.17972184747133
1090954994,tertiary,Old National Highway 58,40.85734350360701,0.8171468700721403,29.974828901344484,78.17855910921112
1090954994,tertiary,Old National Highway 58,58.68469035782068,1.1736938071564136,29.974828901344484,78.17855910921112
1076323305,residential,,41.193937904966944,0.8238787580993389,29.97490730062887,78.17992470187897
1076323305,residential,,43.61913127441894,0.8723826254883789,29.97490730062887,78.17992470187897
1076323308,residential,,28.704870075916755,0.5740974015183351,29.975217282236773,78.17907180650367
"[227239472, 227239479]",residential,,69.76032722261738,1.3952065444523476,29.971658982151727,78.18399668261047
"[227239472, 227239479]",residential,,57.19337802153065,1.143867560430613,29.971658982151727,78.18399668261047
181820225,unclassified,,54.43445341378974,1.0886890682757948,29.972088083741706,78.1840325194228
181820225,unclassified,,74.01317323555344,1.4802634647110686,29.972088083741706,78.1840325194228
1192066529,trunk,,71.22301323542317,1.4244602647084634,29.97216400030403,78.18182074811577
1278822464,trunk,,53.30378647935594,1.0660757295871188,29.972176300374667,78.18169359783701
1090770289,trunk_link,,35.03307842261091,0.7006615684522183,29.974254009113462,78.18218191255507
1090681072,trunk_link,,66.63657296545291,1.3327314593090582,29.974419123110156,78.18250562636142
1076323301,residential,,60.10400815609387,1.2020801631218774,29.974876000310314,78.18087150084402
1076323301,residential,,67.03852623256635,1.340770524651327,29.974876000310314,78.18087150084402
1115994176,residential,,69.88040363701504,1.3976080727403009,29.974899977616897,78.18150235185648
1115994176,residential,,41.22907830306465,0.824581566061293,29.974899977616897,78.18150235185648
181820225,unclassified,,57.186238599111405,1.143724771982228,29.975146915291308,78.18671296838356
181820225,unclassified,,64.49206525763354,1.2898413051526707,29.975146915291308,78.18671296838356
1115994176,residential,,38.82908423334889,0.7765816846669777,29.97537514884379,78.18207449491301
1115994176,residential,,40.82244541860493,0.8164489083720986,29.97537514884379,78.18207449491302
1107045986,residential,,45.07542053236466,0.9015084106472933,29.975547004047566,78.182367271216
1107045986,residential,,66.82428557592257,1.3364857115184514,29.975547004047566,78.182367271216
1090770289,trunk_link,,65.6874244216747,1.313748488433494,29.975634779820343,78.18244161356802
1115994176,residential,,35.46222434859329,0.7092444869718657,29.97565875002673,78.1823836499324
1076323308,residential,,49.797618793240204,0.9959523758648041,29.975217282236773,78.17907180650367
1076323308,residential,,66.43966184489518,1.3287932368979036,29.975295800027503,78.17939754997342
1076323308,residential,,35.65347311251093,0.7130694622502186,29.975295800027503,78.17939754997342
1090954994,tertiary,Old National Highway 58,44.660464482055374,0.8932092896411075,29.975315885952195,78.17890091907496
1090954994,tertiary,Old National Highway 58,65.6104906623571,1.3122098132471418,29.975315885952195,78.17890091907496
1076323308,residential,,30.28457485432584,0.6056914970865168,29.975386500040006,78.17957624994737
1076323308,residential,,66.02105059354939,1.3204210118709878,29.975386500040006,78.17957624994737
1076323299,residential,,62.81087586493837,1.2562175172987673,29.97558355024308,78.17940730039295
1076323299,residential,,32.717528626729134,0.6543505725345827,29.97558355024308,78.17940730039295
1090954994,tertiary,Old National Highway 58,52.90378693879494,1.0580757387758988,29.97558530003528,78.17905914987824
1115994176,residential,,30.556670956185073,0.6111334191237014,29.97565875002673,78.1823836499324
1076323297,residential,,29.798024593428945,0.5959604918685789,29.975732186219034,78.18149585892753
1076323297,residential,,31.677894692918514,0.6335578938583702,29.975732186219034,78.18149585892753
1076323308,residential,,31.588050076250802,0.631761001525016,29.975823183072176,78.18022553051698
1076323308,residential,,67.2461218328783,1.344922436657566,29.97582318307217,78.18022553051698
1076323300,residential,,70.39006373034282,1.4078012746068564,29.97594140064264,78.18087264554428
1076323300,residential,,55.72803095368612,1.1145606190737225,29.97594140064264,78.18087264554428
1076323308,residential,,57.34186985919081,1.1468373971838162,29.97620872067001,78.18101752702805
1076323308,residential,,70.2736263096074,1.405472526192148,29.97620872067001,78.18101752702805
181820226,unclassified,,67.17426614845124,1.3434853229690247,29.976330374208132,78.1832039668447
181820226,unclassified,,61.42903916010136,1.2285807832020272,29.97633037420813,78.1832039668447
1076323308,residential,,66.71496871102141,1.3342993742204283,29.976342669598292,78.1812697685908
1076323308,residential,,52.34354956248808,1.0468709912497616,29.976342669598292,78.1812697685908
1090770289,trunk_link,,31.19174397441784,0.6238348794883568,29.976474060537935,78.18245953661898
1076323308,residential,,39.71363037581761,0.7942726075163522,29.9765083228108,78.18138928602815
1076323308,residential,,58.063081014528585,1.1612616202905717,29.9765083228108,78.18138928602815
1076323297,residential,,69.20744259408741,1.3841488518817482,29.976525460492677,78.18092571742353
1076323297,residential,,70.64128187771,1.4128256375541999,29.97652546049269,78.18092571742353
1076323302,residential,,58.22765656660185,1.164553131332037,29.976515300255688,78.18030954938494
1076323302,residential,,68.78691992701505,1.3757383985403009,29.976515300255688,78.18030954938494
1090681072,trunk_link,,57.698511962560694,1.153970239251214,29.97676675345422,78.18275499420005
1076323297,residential,,47.40767428379834,0.9481534856759669,29.976749400006835,78.18058770001082
1076323297,residential,,25.748633651947223,0.5149726730389445,29.976749400006835,78.18058770001082
1076323309,residential,,56.02122989782594,1.1204245979565188,29.976755744934366,78.18192470081573
1076323309,residential,,74.60731361372149,1.4921462722744296,29.976755744934366,78.18192470081573
1122054421,residential,,43.773522862028976,0.8754704572405795,29.976839100065288,78.18353570015415
1122054421,residential,,47.665903361002144,0.9533180672200429,29.976839100065288,78.18353570015415
1076323308,residential,,42.50251385844904,0.8500502771689809,29.97680997487452,78.18146214376537
1076323308,residential,,64.32878995877199,1.2865757991754398,29.97680997487452,78.18146214376537
1076323310,residential,,26.325334592403955,0.5265066918480791,29.97681410025697,78.18114340051575
1107058583,residential,,55.79634504489125,1.115926900897825,29.97947245014779,78.18440190038861
1107058583,residential,,62.32762667581358,1.2465525335162717,29.97947245014779,78.18440190038861
226972816,residential,,25.262446891040668,0.5052489378208134,29.979511200139292,78.18401079974934
226972816,residential,,70.31410051757172,1.4062820103514344,29.979511200139292,78.18401079974934
1107056947,residential,,58.90299734377512,1.1780599468755024,29.979657700771916,78.18335610142528
1107056947,residential,,63.60845188114128,1.2721690376228256,29.979657700771916,78.18335610142528
181820226,unclassified,,59.213382662410396,1.184267653248208,29.97982822751267,78.18822659087044
181820226,unclassified,,29.888151693620923,0.5977630338724185,29.979828227512677,78.18822659087044
1107056936,residential,,51.77861082849999,1.0355722165699999,29.97983865071649,78.1873570017318
1107056936,residential,,71.50302811318537,1.4300605622637073,29.97983865071649,78.1873570017318
226972816,residential,,55.04787355448626,1.1009574710897252,29.979962127239872,78.18453605562814
226972816,residential,,59.43619929418158,1.1887239858836316,29.979962127239872,78.18453605562814
181820225,unclassified,,31.185067291781692,0.6237013458356339,29.980246076973952,78.18926480239556
181820225,unclassified,,62.74180261625002,1.2548360523250004,29.980246076973952,78.18926480239556
1090770289,trunk_link,,35.10731010275623,0.7021462020551246,29.98013519592907,78.18254408253831
1090681072,trunk_link,,66.58634873547025,1.331726974709405,29.980334100025317,78.18291559978402
226972429,residential,,47.630337212303594,0.952606744246072,29.98047943272623,78.18771952813417
226972429,residential,,64.67197718616981,1.2934395437233963,29.98047943272624,78.18771952813418
1107056946,residential,,74.37897027240066,1.4875794054480131,29.98043170061764,78.18338250128126
1107056946,residential,,71.47459994848163,1.4294919989696324,29.98043170061764,78.18338250128126
226972821,residential,,74.66340206149498,1.4932680412298995,29.981980336278614,78.18668575127361
226972821,residential,,30.20742635755412,0.6041485271510824,29.981980336278614,78.18668575127361
226929716,residential,,49.58543406669313,0.9917086813338626,29.982034561533176,78.1885519395633
226929716,residential,,44.721537472598996,0.8944307494519799,29.982034561533176,78.1885519395633
1133281113,secondary,Old National Highway 58,68.73611177622654,1.3747222355245308,29.981950000126357,78.18284045005329
1133281113,secondary,Old National Highway 58,60.68619125358594,1.2137238250717188,29.981950000126357,78.18284045005329
1090681072,trunk_link,,62.67689519559943,1.2535379039119885,29.98196115000015,78.18302729999863
226972821,residential,,41.560434351373225,0.8312086870274645,29.982033950163945,78.18598420026382
226972821,residential,,35.91046444420287,0.7182092888840574,29.982033950163945,78.18598420026382
226972824,residential,,70.79580164922412,1.4159160329844824,29.982178550756245,78.1836226511598
181820226,unclassified,,32.834130088211495,0.6566826017642299,29.982020262849037,78.1897715634924
181820226,unclassified,,45.59347109023132,0.9118694218046264,29.982020262849037,78.1897715634924
226972420,residential,,39.019549369878206,0.7803909873975642,29.98230821721368,78.19051976422628
226972420,residential,,65.0938215972381,1.3018764319447622,29.98230821721368,78.19051976422628
181820226,unclassified,,42.12312933331876,0.8424625866663752,29.982597750009678,78.19017504997073
181820226,unclassified,,42.39367195395839,0.8478734390791678,29.982597750009678,78.19017504997073
226972425,residential,,32.18902104721177,0.6437804209442354,29.982810900198082,78.18997690037502
226972425,residential,,40.548379823035305,0.810967596460706,29.982810900198082,78.18997690037502
1095304797,residential,,69.35034761029475,1.387006952205895,29.9831122000585,78.18984339982785
1095304797,residential,,29.84557252990325,0.596911450598065,29.9831122000585,78.18984339982785
226972425,residential,,63.48418072677702,1.2696836145355404,29.983263350695726,78.18927880141756
226972425,residential,,58.04867503951995,1.160973500790399,29.983263350695726,78.18927880141756
1077929019,residential,,64.47507493961609,1.289501498792322,29.983495098760265,78.18739658068071
1077929019,residential,,26.4359465172954,0.528718930345908,29.983495098760276,78.18739658068071
226929716,residential,,49.45049260008819,0.9890098520017637,29.983452960618525,78.18578300663368
226929716,residential,,28.385350575689948,0.567707011513799,29.983452960618525,78.18578300663368
226929716,residential,,67.23596142703316,1.3447192285406633,29.983528913606353,78.18435138338248
226929716,residential,,45.36107114615891,0.9072214229231782,29.98352891360636,78.18435138338248
"[226971513, 1075952114]",residential,,45.91763553519305,0.9183527107038609,29.98390202278138,78.18653474515719
"[226971513, 1075952114]",residential,,55.56971929199703,1.1113943858399407,29.98390202278138,78.18653474515719
181820226,unclassified,,33.95081978826922,0.6790163957653844,29.9836614769539,78.19109932419471
181820226,unclassified,,25.189809697711933,0.5037961939542387,29.9836614769539,78.19109932419471
"[1095304797, 226972423]",residential,,71.1703395113967,1.4234067902279341,29.983665154395574,78.18962876083359
"[1095304797, 226972423]",residential,,61.8021021093041,1.236042042186082,29.983665154395588,78.18962876083359
181820225,unclassified,,52.060551242198216,1.0412110248439643,29.984370693756418,78.1930778958014
181820225,unclassified,,49.36134751292082,0.9872269502584164,29.984370693756404,78.1930778958014
226969276,residential,,29.60738460379437,0.5921476920758874,29.98507976574036,78.19138609842551
226969276,residential,,59.45156503939001,1.1890313007878002,29.98507976574036,78.19138609842551
1095304799,residential,,47.15687358855513,0.9431374717711026,29.985275051571637,78.19018474757165
1095304799,residential,,48.8177293943889,0.976354587887778,29.985275051571637,78.19018474757165
227444418,residential,,34.05958455690943,0.6811916911381886,29.98398670016114,78.18563639946828
227444418,residential,,49.05334987862493,0.9810669975724986,29.98398670016114,78.18563639946828
1077929020,residential,,55.283185518790944,1.105663710375819,29.984076850209043,78.18797425035339
1077929020,residential,,30.950205452838304,0.6190041090567661,29.984076850209043,78.18797425035339
1090681072,trunk_link,,43.57848152796366,0.8715696305592732,29.98419738826298,78.18381923975036
1095304798,residential,,47.38415320182412,0.9476830640364824,29.984351093869947,78.1890669736988
1095304798,residential,,33.874428678044424,0.6774885735608884,29.984351093869932,78.1890669736988
1077929026,residential,,30.770039644652446,0.6154007928930489,29.984384700092505,78.18786574975479
1077929026,residential,,54.13726203900324,1.0827452407800648,29.984384700092505,78.18786574975479
"[226971514, 1077929021]",residential,,62.68376074762578,1.2536752149525157,29.984399914951815,78.18735285756091
1077929025,residential,,54.7594922697515,1.09518984539503,29.984915350217218,78.188083749433
1077929024,residential,,42.982324473870584,0.8596464894774117,29.9849211752276,78.18848474970667
1077929024,residential,,67.88014294091201,1.35760285881824,29.9849211752276,78.18848474970667
226969485,residential,,71.1511046037713,1.423022092075426,29.984951850501577,78.18537250058381
226969485,residential,,43.657320747495376,0.8731464149499075,29.984951850501577,78.18537250058381
226971513,residential,,73.39438100356125,1.467887620071225,29.98501110033466,78.18722194882028
226971513,residential,,64.36885349282684,1.2873770698565368,29.98501110033466,78.18722194882028
1095304799,residential,,44.42203748812831,0.8884407497625663,29.985087987883478,78.18926664259567
1095304799,residential,,48.83510231702546,0.9767020463405092,29.985087987883478,78.18926664259567
1095304796,residential,,44.783645848416334,0.8956729169683266,29.98511400030762,78.18785958359204
1095304796,residential,,52.71072734756087,1.0542145469512174,29.98511400030762,78.18785958359204
1090770289,trunk_link,,69.478663029811,1.38957326059622,29.98517020246542,78.183908965065
1077929022,residential,,28.512505534063866,0.5702501106812773,29.985268350073092,78.1881493001447
1077929022,residential,,31.93680608007169,0.6387361216014338,29.985268350073092,78.1881493001447
226969493,residential,,70.2665563347815,1.4053311266956299,29.985248950038006,78.1863070500553
226969493,residential,,40.85751085466268,0.8171502170932535,29.985248950038006,78.1863070500553
226969482,residential,,46.27865642302519,0.9255731284605038,29.985236050356338,78.18467660047973
226969482,residential,,33.43074511148912,0.6686149022297824,29.985236050356338,78.18467660047973
226969488,residential,,53.67947356469792,1.0735894712939584,29.98533350001054,78.18888360002005
226969488,residential,,47.731753860290205,0.9546350772058041,29.98533350001054,78.18888360002005
1077929023,residential,,74.84071281734663,1.4968142563469327,29.98534175008371,78.18842814977009
1077929023,residential,,62.488730665415005,1.2497746133083,29.98534175008371,78.18842814977009
226969488,residential,,64.86320635666523,1.2972641271333045,29.98543930006177,78.1886936000999
226969488,residential,,52.08180610080473,1.0416361220160946,29.98543930006177,78.1886936000999
226969482,residential,,42.963324801217425,0.8592664960243486,29.98538430011588,78.18514074954656
226969482,residential,,26.952778456218212,0.5390555691243643,29.98538430011588,78.18514074954656
226969488,residential,,50.2191694433138,1.004383388866276,29.985484700078427,78.18906424975607
226969488,residential,,43.37278308502193,0.8674556617004385,29.985484700078427,78.18906424975607
226969493,residential,,60.840023876079385,1.2168004775215877,29.985486200739103,78.1857440009223
226969493,residential,,52.56358002127083,1.0512716004254166,29.985486200739103,78.1857440009223
1076323310,residential,,34.966901989261814,0.6993380397852363,29.97681410025697,78.18114340051575
1076323311,residential,,43.44703083635125,0.868940616727025,29.976860800064898,78.18074944983809
1076323311,residential,,68.78898571538785,1.375779714307757,29.976860800064898,78.18074944983809
1076323297,residential,,45.300476421533375,0.9060095284306675,29.976955512960973,78.18024529563138
1076323297,residential,,26.009081665492744,0.5201816333098549,29.976955512960973,78.18024529563138
1076323310,residential,,35.52905253503359,0.7105810507006718,29.97709020006801,78.1807240501389
1076323310,residential,,44.09040070874441,0.8818080141748882,29.97709020006801,78.1807240501389
1076323308,residential,,57.0919687093572,1.141839374187144,29.977188881091035,78.18161128083452
1076323308,residential,,53.12683100655286,1.0625366201310573,29.977188881091035,78.18161128083452
1076323312,residential,,74.85003190770223,1.4970006381540446,29.977202200326033,78.18119515069145
1076323312,residential,,41.93675356190301,0.8387350712380602,29.977202200326033,78.18119515069145
1076323314,residential,,64.68268196938956,1.2936536393877913,29.977481126356473,78.18205424139168
1076323314,residential,,70.48099050414973,1.4096198100829946,29.977481126356473,78.18205424139168
1076323308,residential,,44.480314223412535,0.8896062844682507,29.97750750004009,78.18182079988448
1076323308,residential,,74.62842107674986,1.4925684215349972,29.97750750004009,78.18182079988448
1076323313,residential,,30.972645968479018,0.6194529193695804,29.977540950253207,78.18145790044278
1076323313,residential,,53.82899332129472,1.0765798664258943,29.977540950253207,78.18145790044278
181820226,unclassified,,31.466190126988565,0.6293238025397713,29.977858930700375,78.18526375666184
